bigmfactor,Cplex,L0bnb,Sbnb,SbnbNscr,SbnbPeel
1.0,523.0146725074104,1.391910749932994,12.09925383070241,1.6593416462773862,0.6606804391612178
1.5,620.0987740159035,68.697186569372812,28.79264611005783,16.844642599423726,5.587650199731191
2.0,689.81785232543945,455.579642496109,77.54963765144348,47.4359747505188,23.049730167388915
2.5,708.9405081939697,1275.7584703063965,207.90382321357728,108.59351300239562,64.74551290512085
3.0,1596.0958443771709,4144.985239592465,880.6139737150886,270.621051746866,167.7449667778882
3.5,4260.0276658773422,6836.301695382595,2255.7040987968444,828.9761310556661,342.2719086289406
4.0,9597.4383666714033,17014.128951827685,7443.8361790974936,1889.8636553883553,581.3922085563342
4.5,17659.6668261289597,37068.889202165603,15890.563655805588,3467.94831982851,945.5023176670074
5.0,29330.3080363750457,64450.40540102830,21890.563655805588,5883.2314746493385,1475.659795808792
